Full_ROI_ID,Ground_Truth_Label,Confidence,ca_std,ca_skew,ca_num_peaks,ca_energy,ca_kurtosis,circularity,solidity,area_px,aspect_ratio,extent,eccentricity
20250409_3_Glut_1mM_component_18,OPC,1.0,428.76200032484894,1.7064989793808971,3,258934385.69448298,2.8535957865282606,0.887428685560122,0.9230769230769231,48.0,1.8333333333333333,0.7272727272727273,0.8431152788877544
20250409_3_Glut_1mM_component_183,OPC,1.0,172.98932943602068,0.6569859523206667,0,47770335.827187166,-1.3486916656496972,1.2503645434029416,1.0,34.0,0.8571428571428571,0.8095238095238095,0.6277433712160546
20250409_3_Glut_1mM_component_190,OPC,0.75,599.4231735038628,0.9214779875286937,0,536822273.63724583,-0.9383588999958747,0.5483914918733689,0.7419354838709677,79.0,0.6666666666666666,0.5702479338842975,0.585603759701315
20250409_3_Glut_1mM_component_20,OPC,1.0,220.4254862960972,0.7514970422580848,0,75971175.56731917,-1.1622211397235838,1.2053120485325592,1.0,46.0,0.875,0.8214285714285714,0.5031602126912892
20250409_3_Glut_1mM_component_200,OPC,0.9231,191.90519244557493,0.7315633044319363,0,58415635.8561358,-1.118209526633891,0.9183168846230286,0.971830985915493,69.0,1.5,0.71875,0.8329925457919009
20250409_3_Glut_1mM_component_204,OPC,1.0,298.0044633151344,0.6966191923692252,0,140582028.36958665,-1.241911183322241,0.9266945897448863,0.9305555555555556,67.0,1.2222222222222223,0.6767676767676768,0.790880593765589
20250409_3_Glut_1mM_component_205,OPC,1.0,239.20558877702672,1.4162526808905367,0,80049557.80302505,0.5013168996629394,0.4779251763602261,0.722972972972973,107.0,1.1428571428571428,0.47767857142857145,0.9053324603416177
20250409_3_Glut_1mM_component_206,OPC,1.0,218.35619881045815,0.8832769758936759,0,72445224.1722816,-0.8865450728988393,0.8983534740877455,0.6976744186046512,63.0,1.4285714285714286,0.42857142857142855,0.9251560330403068
20250409_3_Glut_1mM_component_209,OPC,1.0,208.35531054928663,0.8105647736386987,0,66961786.39345154,-0.9919057998707514,0.9216268707820511,0.9285714285714286,26.0,0.5,0.8125,0.9108416430262626
20250409_3_Glut_1mM_component_21,OPC,1.0,320.09571041103817,1.3626322117314298,3,142421765.16691434,0.6097701224996399,1.1321312174210385,0.975609756097561,40.0,0.75,0.8333333333333334,0.745021823459158
20250409_3_Glut_1mM_component_211,OPC,1.0,275.1254244710207,0.990312945468687,0,111657138.1746055,-0.7047925553730949,0.5162372080733806,0.7282608695652174,134.0,1.0555555555555556,0.391812865497076,0.9396210667999447
20250409_3_Glut_1mM_component_212,OPC,1.0,189.8401705098322,0.87031653945692,0,53563287.17447983,-1.0697809310092834,0.9328753281440607,0.9230769230769231,108.0,1.1818181818181819,0.7552447552447552,0.3970443079770866
20250409_3_Glut_1mM_component_213,OPC,0.9524,191.26369734876485,0.7194920081064892,0,57355160.60985097,-1.2442385744384763,0.8574075595397144,0.9043478260869565,115.0,0.8,0.5777777777777777,0.7275690807971269
20250409_3_Glut_1mM_component_214,OPC,0.9524,110.98817613549735,0.9909533754695067,2,19137207.82672862,-0.1399971072488535,0.7054859987394143,0.8529411764705882,58.0,0.6923076923076923,0.49572649572649574,0.8190080921105262
20250409_3_Glut_1mM_component_217,OPC,1.0,232.5190427696831,0.8293484238302082,0,81875000.26440136,-1.1547205876456483,0.7856400649930091,0.8521739130434782,98.0,1.0833333333333333,0.6282051282051282,0.836147638333857
20250409_3_Glut_1mM_component_218,OPC,1.0,178.4014384687825,3.453890888065443,6,35242599.03545068,10.853221759890678,1.0600238673807667,0.9655172413793104,112.0,1.0,0.7636363636363637,0.6094303171094154
20250409_3_Glut_1mM_component_222,OPC,1.0,370.12803431209005,1.2267854070642146,3,200229794.42745364,0.26695928845321504,0.8202020099817772,0.9142857142857143,32.0,1.0,0.5,0.9260495404760672
20250409_3_Glut_1mM_component_225,OPC,1.0,264.981299320472,1.7752106764891278,5,95448984.60406199,2.4673532618452887,0.8783900635524622,0.9361702127659575,132.0,1.0714285714285714,0.6285714285714286,0.6971983458926077
20250409_3_Glut_1mM_component_226,OPC,1.0,102.95211332016483,1.397954429384544,5,15542586.880499976,1.1520615343611746,0.8250857838024526,0.8739495798319328,147.0,1.0,0.6153846153846154,0.5943567463781197
20250409_3_Glut_1mM_component_232,OPC,0.9565,874.7202103295617,0.6721705448721526,0,1549653903.7019238,-0.603496579595963,0.5302953117211562,0.79,239.0,1.625,0.6076923076923076,0.8928407688485854
20250409_3_Glut_1mM_component_233,OPC,0.8,225.3016471282772,1.5011494460086807,0,67305043.62667899,0.6414706297046235,0.9569162736033232,0.9625,102.0,1.2,0.6416666666666667,0.8001845397052829
20250409_3_Glut_1mM_component_235,OPC,1.0,300.85659388827503,0.7138144494910645,0,141412242.79816762,-1.2923693747100136,0.7456995622981223,0.8721804511278195,147.0,0.5,0.6373626373626373,0.4539731394706857
20250409_3_Glut_1mM_component_237,OPC,1.0,340.60025587230086,0.8711674971543973,0,179758657.850187,-0.7949483360948038,0.5731924750534964,0.7894736842105263,255.0,1.3157894736842106,0.5368421052631579,0.853214069919802
20250409_3_Glut_1mM_component_238,OPC,1.0,129.84935969563313,0.9062951764085186,0,25290591.2460827,-0.9098621216343958,1.2505080359301415,1.0,29.0,0.7142857142857143,0.8285714285714286,0.6943207788666134
20250409_3_Glut_1mM_component_247,OPC,1.0,132.3060085034083,1.6605243437966513,5,23023204.434574958,1.3711212239090012,2.0309803908983444,0.8888888888888888,8.0,1.3333333333333333,0.6666666666666666,0.8124097554365945
20250409_3_Glut_1mM_component_250,Oli,1.0,297.36429422111246,2.178116184856901,4,135731353.02623183,5.773097196569795,1.217151102948507,0.9565217391304348,22.0,1.2,0.7333333333333333,0.7863020272486577
